,CONTENT,ABUSE
3854,I cannot log in,0
3855,Family gate way 2147416515 Need a brake 8004585369 Homeless Chrisis help Lin 8884116808,0
3856,I plan to make a payment this week on my balance. My check should hit my account late on Wednesday/Thursday morning.,0
3857,"99000 Prefer to wait until this new strand of COVID dies down a bit. I am in my 80's, but thanks for the reminder. May God bless you to have a real day. Sis. Spencer",0
3858,No I didn't get it,0
3859,No just send me the money....,0
3860,Get it thru my bank account you have my information,0
3861,Wtf you want,1
3862,Left me alone,0
3863,GOOD GOD PEOPLE. LET ME READ WHATS AVAILABLE!! STOP!,0
3868,I would like to talk to someone,0
3869,I'm in where is this home,0
3870,I am looking in dental plan only,0
3871,I hope you only put one hand on your shoulder,0
3872,He only put,0
3873,REPEAT TWICE (PART #2) I do.....but how much ?? and I DON'T know how CBU ACTION ?....,0
3874,I've already made arrangements and a payment,0
3875,Who said,0
3876,I have picked a plan.,0
3877,I am only looking for dental plan,0
3878,Going lay down. Looked by stuff outside didn't see anything,0
3879,Got text from FEMA to go for update to DisasterAssistance.gov. ID5402..... let me know when you ck it out..thanks,0
3880,No appointment scheduled I recently received a text from Renee Evon stating she was not accepting patients at this time please advise,0
3881,Please advise need financial loan to put home together,0
3882,Disaster Assistance.go V,0
3883,The fema ppl just sent me a message saying check your status,0
3884,Unclaimed- USA Unemployment,0
3885,I have a questions that I did not ask: Is this item of a full jersey inside the frame?,0
3886,Fuk you,1
3887,Check out hotels.com,0
3888,I'm try,0
3889,Megan Guyer 1203 s willow tree pl Bloomington in 47403 5224,0
3890,It's paid,0
3891,I finished applisaion,0
3892,Strange. I was out bid by multiple people and already secured a Dickerson Helmet. Please clarify?,0
3893,Unclaimed-stuff that is owe to you.,0
3894,I didn't get anything,0
3895,Disaster assistance that girl,0
3896,My peoples have sum abosolute he tryna sell,0
3897,I'm Not Interested..Stop,0
3898,I am in quite a pickle as of last Thursday. I now know why I am falling without any warning. It is my left hip (and doctors were correct about my back not being worse). My hip is about in worse shape than my shoulders and it gives out with no warning and I'm down on the ground-or in Thursday's case on the cement porch. It tends get better on it's own but I am afraid to try and walk in tomorrow with only my cane (if I'm able to drive). It has nothing to do with being dizzy either as suggested. Anyway if I manage to get there would it be possible for someone to get wheelchair to my car to get me in? Or find out when next script is due and just come in on that day. I know I'm being a pain but just trying to come up with best solution. I think they would be due on the 5th but not sure.,0
3899,I just made another payment of 517.00,0
3900,Check my status,0
3901,Meraux la 70075,0
3902,No I don't now thanks,0
3903,FEMA info,0
3904,Case number 2589,0
3905,Thank u so much respect,0
3906,Kk when I will get my money,0
3907,Am I approved for a loan,0
3908,music ???Wanna ? break ? from the ads ? watch ? this short,0
3909,from the ads ? watch ? this short ? video ? for 30 minutes ? of,0
3910,tch ? this short ? video ? for 30 minutes ? of ? ad free ? ??,0
3911,? ad free ? ?? music ???Wanna ? break ? from the ads ? wa,0
3912,free ? ?? music ???Wanna ? break ? from the ads ? watch,0
3913,r 30 minutes ? of ? ad free ? ?? music ???Wanna ? break ?,0
3914,? video ? for 30 minutes ? of ? ad free ? ?? music ???Wanna,0
3915,Wanna ? break ? from the ads ? watch ? this short ? video ? fo,0
3916,? this short ? video ? for 30 minutes ? of ? ad free ? ?? mus,0
3917,? break ? from the ads ? watch ? this short ? video ? for 30,0
3918,ads ? watch ? this short ? video ? for 30 minutes ? of ? ad fre,0
3919,??Wanna ? break ? from the ads ? watch ? this short ? video,0
3920,deo ? for 30 minutes ? of ? ad free ? ?? music ???Wanna ?,0
3921,? of ? ad free ? ?? music ???,0
3922,minutes ? of ? ad free ? ?? music ???Wanna ? break ? from,0
3923,is short ? video ? for 30 minutes ? of ? ad free ? ?? music ?,0
3924,tes ? of ? ad free ? ?? music ???Wanna ? break ? from the,0
3925,? for 30 minutes ? of ? ad free ? ?? music ???Wanna ? brea,0
3926,the ads ? watch ? this short ? video ? for 30 minutes ? of ? ad,0
3927,ic ???Wanna ? break ? from the ads ? watch ? this short ? vi,0
3928,e ? ?? music ???Wanna ? break ? from the ads ? watch ? th,0
3929,break ? from the ads ? watch ? this short ? video ? for 30 minu,0
3930,k ? from the ads ? watch ? this short ? video ? for 30 minutes,0
3931,minutes ? of ? ad free ? ?? music ???,0
3932,music ???,0
3933,free ? ?? music ???,0
3934,? video ? for 30 minutes ? of ? ad free ? ?? music ???,0
3935,ic ???,0
3936,deo ? for 30 minutes ? of ? ad free ? ?? music ???,0
3937,I'm try to,0
3938,Can I defer that payment until Friday? I won't have the funds until then. Thanks,0
3939,"Suwanee,GA 30024",0
3940,Hi this is Jimmy,0
3941,I made it by check and it went through,0
3942,Include 550 Cash.com/r3pN9an since that was the site that l was replying too,0
3943,Thank you! Yes that will work for me,0
3944,I'm at work can't talk til after 4,0
3945,"Can someone please call, I need to reset my car with a new battery. 301-983-4877",0
3946,I forgot my username,0
3947,Because I don't know what y'all need,0
3948,With my debit card. And I would pay online.,0
3949,Not bad,0
3950,it's a gimmick,0
3951,Yes please I need a home can you tell me we're at is. The house is and can I go look at it I want thank you with all my heart to have a good person like you you don't hardly get them and I think you would very much for helping me thank you,0
3952,Leliana hysaj ALxander119$,0
3953,"Good Afternoon , I confirmed a 2:30 with you for today . Still very interested. Call at your earliest convenience. Thank you",0
3954,OWW! That's amazing,0
3955,Radiance cosmetics centers,0
3956,I want na apply for $8.000 dollars for personal loan please,0
3957,What do I need to qualify to get it,0
3958,Ain't nobody got no money so I will pay it on Friday,0
3959,Where would I go to pick this fine jersey up at?,0
3960,I never got an email with the access to the website,0
3961,Em anthracnose,0
3962,Hello this is Latharissa armstrong 1309 Sasswood lane Zebulon bc 27597 5203,0
3963,I can't login in my account,0
3964,I just was discharged from hospital with complications due to Covid,0
3965,Option out,0
3966,I don't know who you are. I haven't asked anyone for health coverage. So please don't contact me again.,0
3967,Can yall call me at 270 4852718 ty,0
3968,About the 431 a month rent,0
3969,I do not have a computer so is there another way I can apply?,0
3970,Fema ID 6514 Disaster Assistance.gov,0
3971,"Disliked Â¡Â°Lupus: Apogee Retail, LLC is a professional fundraiser https://t.zipy.us/qExUy Txt STOP to OptOutÂ¡Â±",0
3972,"Removed a dislike from Â¡Â°Lupus: Apogee Retail, LLC is a professional fundraiser https://t.zipy.us/qExUy Txt STOP to OptOutÂ¡Â±",0
3973,"Disliked Â¡Â°Lupus: FREE donation pickup service in your area on 09-13-2021, would you like to schedule? Respond with Yes or No within 24 hours. Txt STOP to OptOutÂ¡Â±",0
3974,"Thewearvip This SATURDAY OCT. 2nd is GIRLS NIGHT OUT!! Come join us for a fun night of shopping NEW Fall fashion, GIVEAWAYS & food",0
3975,"Disliked Â¡Â°Lupus: FREE donation pickup service in your area on 10-04-2021, would you like to schedule? Respond with Yes or No within 24 hours. Txt STOP to OptOutÂ¡Â±",0
3976,I will be making a payment on th 8th,0
3977,"Please provide me with additional information in this matter,Thanks",0
3978,Can I come over again and print some thing out,0
3979,I've done this already how many times y'all going to get me to do the same thing over again,0
3980,I wanna see it it sounds woderful,0
3981,et now so I can pay all my past due bills,0
3982,I know I promised to pay but my truck is parked and not working and I hit a little hard time for a couple weeks barely back to work getting back on my fe,0
3983,Yes How do I get my receipts from previous donations,0
3984,I'm blocking all of the health care quite people who are not stop calling and texting. I'll figure out another route. This is crazy.,0
3985,I looked somewhere for insurance. It was way too expensive for me.,0
3986,Hello the request didn't work,0
3987,10 min early Friday 3:20 dr Shaw,0
3988,Made 700 dollar payment today it is in mail,0
3989,Can't open till we get home,0
3990,Don't qualify. STOP,0
3991,Disliked Financial Assistance: Learn how you can find unclaimed assets and property and claim it. i.homeresourcesnow.com/506qqh/39116,0
3992,Thanks for reaching out. I'll reply to you as soon as possible. Thank you.-Sent from Easyline,0
3993,What do you want,0
3994,Stop tf,0
3995,Hi how can I get the house can you please I need home thank you,0
3996,I already get snap,0
3997,Okay ? DisasterAssitance.gov,0
3998,"On the 13th I advised I will be paying on the 24th, which I did, and my next payment on 10/8. Thanks",0
3999,Why do you care who i hang out with,0
4000,I can w,0
4001,"I was, it is 18:00 today. Thank you",0
4002,Donald Carr 1840,0
4003,You just play games,0
4004,Not interested anymore stop textcing scammers,0
4005,"Good Afternoon, Yes today at 3:30 will work . Look forward to hearing from you.",0
4006,I have a plan to catch up i am gonna send 700 a week till i am cought up.,0
4007,Thank you very much,0
4008,First payment will be Friday on the first. In the 15th,0
4009,I would love to I can't at the moment I have something that's very important . I m aware how important this is as well.,0
4010,Sure send me the details,0
4011,Ok but I won't get a late fee right?,0
4012,Who is this,0
4013,It this time thanks,0
4014,Lol I've already tried these think u guys just like sending messages it like going on a roller coaster ride to even figure out if I can get help so pleas,0
4015,e just stop,0
4016,I will give you a call today after I get off of work. Is that ok?,0
4017,Not at this time,0
4018,Peggie geiger 717 Hibiscus Avenue lake Wales FL 33853. 5070,0
4019,I tried no good response,0
4020,Can I call you later?,0
4021,Liked Â¡Â°Family Nutrition Info: Learn how you can apply for the SNAP,0
4022,food assistance program. i.familynutritioninfo.com/941eWX/39113Â¡Â±,0
4023,"Hi, I told them I could send a payment on the first",0
4024,Do you,0
4025,Just got another update message from FEMA. Can I send it to you?,0
4026,Corey lee myers 282 Edgar road lake park ga 31636 9818,0
4027,At a wake,0
4028,Problems logging in,0
4029,Wasting my time.,0
4030,You have produced a lender yet but keep texting me,0
4031,None I'm completely broke I keep receiving emails saying y'all can help I'm doing the best I can given my situation,0
4032,Correct address.,0
4033,Call now,0
4034,I will have my payment in on Friday at the latest,0
4035,What's the status now or the pin and user I'd and code so I can check it they jus texted me,0
4036,What's the catch how do I get started,0
4037,What are the next steps,0
4038,I just made a $300.00 payment.,0
4039,Can u help with a small loan of 600,0
4040,I'm trying to eat that from the back and I've had people brag how good the head is,0
4041,I been outside my phone been dead,0
4042,Martes no llego. el mi rcoles estubo ausente emtre las 9:50 a las 12. jueves no llego. viernes ausente. y hoy no llego,0
4043,bcon do,0
4044,You lie to me,0
4045,No me mande m?s mierda de esa,0
4046,Sounds good thanks,0
4047,Can you defer 2 payments. I made 2 payments in 1 month,0
4048,Call me 904246 9407,0
4049,132 horas perdidas,0
4050,Ok let me have,0
4051,Want to know why I was not approved?,0
4052,Interested. What company is this ?,0
4053,Ok I can use it I am trying to get custody of my 3 kids back and I need to get my own place to do it,0
4054,Ok I just didn't want it going up just because I couldn't go in to pay yesterday and the notification doesn't give a due date,0
4055,"Hi Roy, yes that works!",0
4056,Clemente Alcantara,0
4057,Who the hell is natera?,0
4058,This Lawrence Carter. My account number is 0020285557. I would like to add Gap insurance on my vehicle Is this possible?,0
